쉼터명,법정동명,쉼터유형구분,운영시작일자,운영종료일자,시설면적,이용가능인원수,선풍기보유대수,에어컨보유대수,야간연장운영여부,주말운영여부,숙박가능여부,특이사항,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
경모경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,98,24,1,1,N,Y,N,-,전라북도 전주시 덕진구 전미월평6길 12-2,전라북도 전주시 덕진구 전미동2가 549-16,전라북도 전주시 덕진구청,063-270-6341,35.882282,127.103815,2018-02-20
미산경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,124,31,2,1,N,Y,N,-,전라북도 전주시 덕진구 숨멀길 6,전라북도 전주시 덕진구 전미동2가 843-7,전라북도 전주시 덕진구청,063-270-6341,35.890213,127.104899,2018-02-20
전당경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,133,33,3,2,N,Y,N,-,전라북도 전주시 덕진구 전당길 39,전라북도 전주시 덕진구 전미동1가 486-7,전라북도 전주시 덕진구청,063-270-6341,35.889827,127.124697,2018-02-20
기안경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,114,28,2,2,N,Y,N,-,전라북도 전주시 덕진구 전미월평1길 45-2,전라북도 전주시 덕진구 전미동2가 546-2,전라북도 전주시 덕진구청,063-270-6341,35.881444,127.104954,2018-02-20
롯데경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,33,20,2,1,N,Y,N,-,전라북도 전주시 덕진구 와룡2길 14,전라북도 전주시 덕진구 송천동2가 561-1,전라북도 전주시 덕진구청,063-270-6341,35.8671026,127.112622,2018-02-20
현대2차아파트경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,150,37,5,2,N,Y,N,-,전라북도 전주시 덕진구 솔내로 124,전라북도 전주시 덕진구 송천동1가 141-0,전라북도 전주시 덕진구청,063-270-6341,35.861261,127.127912,2018-02-20
현대3차아파트경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,177,44,1,1,N,Y,N,-,전라북도 전주시 덕진구 사근1길 11,전라북도 전주시 덕진구 송천동2가 175-44,전라북도 전주시 덕진구청,063-270-6341,35.867853,127.128393,2018-02-20
우림경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,65,16,1,1,N,Y,N,-,전라북도 전주시 덕진구 솔내9길 7,전라북도 전주시 덕진구 송천동1가 117-0,전라북도 전주시 덕진구청,063-270-6341,35.861623,127.125538,2018-02-20
광진한솔아파트경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,44,11,1,1,N,Y,N,-,전라북도 전주시 덕진구 솔내8길 25,전라북도 전주시 덕진구 송천동1가 108-0,전라북도 전주시 덕진구청,063-270-6341,35.861435,127.1243279,2018-02-20
송천여자경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,45,11,1,1,N,Y,N,-,전라북도 전주시 덕진구 송천중앙로 100-5,전라북도 전주시 덕진구 송천동1가 391-23,전라북도 전주시 덕진구청,063-270-6341,35.855813,127.121052,2018-02-20
송천1동주민자치센터,전라북도 전주시 덕진구 송천1동,주민센터,2017-05-30,2017-09-30,341,40,12,2,N,N,N,-,전라북도 전주시 덕진구 송천중앙로 116,전라북도 전주시 덕진구 송천동1가 395-28,전라북도 전주시 덕진구청,063-270-6341,35.857074,127.121005,2018-02-20
영창아파트경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,33,16,1,1,N,N,N,-,전라북도 전주시 덕진구 솔내1길 78,전라북도 전주시 덕진구 송천동1가 179-28,전라북도 전주시 덕진구청,063-270-6341,35.857187,127.125377,2018-02-20
신일아파트경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,96,24,1,1,N,Y,N,-,전라북도 전주시 덕진구 솔내로 142,전라북도 전주시 덕진구 송천동1가 101-3,전라북도 전주시 덕진구청,063-270-6341,35.862406,127.127921,2018-02-20
신동비사벌아파트경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,49,12,1,1,N,Y,N,-,전라북도 전주시 덕진구 붓내1길 9,전라북도 전주시 덕진구 송천동2가 197-2,전라북도 전주시 덕진구청,063-270-6341,35.865281,127.122918,2018-02-20
송천아이파크5단지경로당,전라북도 전주시 덕진구 송천1동,노인시설,2017-05-30,2017-09-30,105,26,1,1,N,Y,N,-,전라북도 전주시 덕진구 오송로 45,전라북도 전주시 덕진구 송천동1가 870-0,전라북도 전주시 덕진구청,063-270-6341,35.861789,127.129833,2018-02-20
호성더블파크3단지경로당,전라북도 전주시 덕진구 호성동,노인시설,2017-05-30,2017-09-30,107,26,2,2,N,Y,N,-,전라북도 전주시 덕진구 호성로 170,전라북도 전주시 덕진구 호성동2가 634-0,전라북도 전주시 덕진구청,063-270-6341,35.865687,127.145569,2018-02-20
혁신호반베르디움1차,전라북도 전주시 완산구 효자4동,노인시설,2017-05-30,2017-09-30,155,25,4,4,N,N,N,-,전라북도 전주시 완산구 오공로 71(중동),전라북도 전주시 완산구 중동 789-0,전라북도 전주시 완산구청,063-220-5156,35.837248,127.062869,2018-02-20
혁신도시 민원센터,전라북도 전주시 완산구 효자4동,주민센터,2017-05-30,2017-09-30,101,20,0,2,N,N,N,-,전라북도 전주시 완산구 오정2길 7(중동),전라북도 전주시 완산구 중동 785-4,전라북도 전주시 완산구청,063-220-5156,35.835388,127.061341,2018-02-20
우미 린경로당,전라북도 전주시 완산구 효자4동,노인시설,2017-05-30,2017-09-30,120,27,2,1,N,N,N,-,전라북도 전주시 완산구 유연로 217,전라북도 전주시 완산구 효자동3가 1524-2,전라북도 전주시 완산구청,063-220-5156,35.826178,127.107589,2018-02-20
서곡주공경로당,전라북도 전주시 완산구 효자4동,노인시설,2017-05-30,2017-09-30,83,25,2,2,N,N,N,-,전라북도 전주시 완산구 서곡로 8,전라북도 전주시 완산구 효자동3가 1482-1,전라북도 전주시 완산구청,063-220-5156,35.831329,127.096198,2018-02-20
서곡두산경로당,전라북도 전주시 완산구 효자4동,노인시설,2017-05-30,2017-09-30,55,30,4,2,N,N,N,-,전라북도 전주시 완산구 서곡로 22,전라북도 전주시 완산구 효자동3가 1483-2,전라북도 전주시 완산구청,063-220-5156,35.830785,127.098096,2018-02-20
효자 청소년문화의집,전라북도 전주시 완산구 효자4동,기타,2017-05-30,2017-09-30,966,200,20,7,N,N,N,-,전라북도 전주시 완산구 우전2길 20,전라북도 전주시 완산구 효자동2가 205-2,전라북도 전주시 완산구청,063-220-5156,35.806254,127.108111,2018-02-20
효자4동 주민센터,전라북도 전주시 완산구 효자4동,주민센터,2017-05-30,2017-09-30,990,200,10,4,N,N,N,-,전라북도 전주시 완산구 우전로 259,전라북도 전주시 완산구 효자동2가 1233-1,전라북도 전주시 완산구청,063-220-5156,35.817678,127.101487,2018-02-20
일심경로당,전라북도 전주시 완산구 효자4동,노인시설,2017-05-30,2017-09-30,98,35,2,2,N,N,N,-,전라북도 전주시 완산구 용호로 20,전라북도 전주시 완산구 효자동2가 1201-2,전라북도 전주시 완산구청,063-220-5156,35.808078,127.101341,2018-02-20
효림경로당,전라북도 전주시 완산구 효자4동,노인시설,2017-05-30,2017-09-30,104,45,4,2,N,N,N,-,전라북도 전주시 완산구 호암로 2,전라북도 전주시 완산구 효자동2가 1191-1,전라북도 전주시 완산구청,063-220-5156,35.808161,127.096814,2018-02-20
청솔경로당,전라북도 전주시 완산구 효자4동,노인시설,2017-05-30,2017-09-30,82,30,3,1,N,N,N,-,전라북도 전주시 완산구 서곡로 34,전라북도 전주시 완산구 효자동3가 1483-1,전라북도 전주시 완산구청,063-220-5156,35.8318541,127.099513,2018-02-20
호암기령경로당,전라북도 전주시 완산구 효자4동,노인시설,2017-05-30,2017-09-30,99,30,2,1,N,N,N,-,전라북도 전주시 완산구 우전2길 62,전라북도 전주시 완산구  효자동2가 93-6,전라북도 전주시 완산구청,063-220-5156,35.803487,127.100917,2018-02-20
한강아파트경로당,전라북도 전주시 완산구 효자3동,노인시설,2017-05-30,2017-09-30,120,40,3,2,Y,Y,N,-,전라북도 전주시 완산구 강변로 120,전라북도 전주시 완산구 효자동1가 660-1,전라북도 전주시 완산구청,063-220-5156,35.801804,127.113316,2018-02-20
상산타운경로당,전라북도 전주시 완산구 효자3동,노인시설,2017-05-30,2017-09-30,123,50,2,2,Y,Y,N,-,전라북도 전주시 완산구 거마평로 125,전라북도 전주시 완산구 효자동1가 652-0,전라북도 전주시 완산구청,063-220-5156,35.803394,127.115035,2018-02-20
롯데1차아파트경로당,전라북도 전주시 완산구 효자3동,노인시설,2017-05-30,2017-09-30,85,80,3,4,Y,Y,N,-,전라북도 전주시 완산구 용머리로 29,전라북도 전주시 완산구 효자동1가 414-0,전라북도 전주시 완산구청,063-220-5156,35.807458,127.112556,2018-02-20
효자3동 주민센터,전라북도 전주시 완산구 효자3동,주민센터,2017-05-30,2017-09-30,416,50,5,5,N,N,N,-,전라북도 전주시 완산구 강변로 180,전라북도 전주시 완산구 효자동1가 408-9,전라북도 전주시 완산구청,063-220-5156,35.806585,127.110309,2018-02-20
양지노인복지관,전라북도 전주시 완산구 효자2동,복지회관,2017-05-30,2017-09-30,3291,150,100,1,N,N,N,-,전라북도 전주시 완산구 성지산로 55,전라북도 전주시 완산구 효자동1가 567-1,전라북도 전주시 완산구청,063-220-5156,35.802085,127.123481,2018-02-20
한양운남경로당,전라북도 전주시 완산구 효자2동,노인시설,2017-05-30,2017-09-30,39,10,2,1,N,N,N,-,전라북도 전주시 완산구 신봉로 71,전라북도 전주시 완산구 효자동1가 635-1,전라북도 전주시 완산구청,063-220-5156,35.809855,127.122256,2018-02-20
완산구청,전라북도 전주시 완산구 효자2동,기타,2017-05-30,2017-09-30,488,122,15,5,N,N,N,-,전라북도 전주시 완산구 서원로 232,전라북도 전주시 완산구 효자동1가 595-0,전라북도 전주시 완산구청,063-220-5156,35.812126,127.119785,2018-02-20
효자2동 주민센터,전라북도 전주시 완산구 효자2동,주민센터,2017-05-30,2017-09-30,308,77,6,3,N,N,N,-,전라북도 전주시 완산구 오두정1길 1,전라북도 전주시 완산구 효자동1가 296-36,전라북도 전주시 완산구청,063-220-5156,35.806878,127.1195137,2018-02-20
장승경로당,전라북도 전주시 완산구 효자2동,노인시설,2017-05-30,2017-09-30,132,33,7,2,N,N,N,-,전라북도 전주시 완산구 밤나무2길 19-13,전라북도 전주시 완산구 효자동1가 327-0,전라북도 전주시 완산구청,063-220-5156,35.808798,127.118195,2018-02-20
남양황제경로당,전라북도 전주시 완산구 효자2동,노인시설,2017-05-30,2017-09-30,39,10,3,2,N,N,N,-,전라북도 전주시 완산구 백제대로 159,전라북도 전주시 완산구 효자동1가 637-0,전라북도 전주시 완산구청,063-220-5156,35.807187,127.122274,2018-02-20
효자경로당,전라북도 전주시 완산구 효자2동,노인시설,2017-05-30,2017-09-30,61,15,4,2,N,N,N,-,전라북도 전주시 완산구 송정로 15,전라북도 전주시 완산구 효자동1가 576-4,전라북도 전주시 완산구청,063-220-5156,35.8023863,127.118321,2018-02-20
두일하나경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,50,25,2,1,N,Y,N,-,전라북도 전주시 완산구 장승배기로 50,전라북도 전주시 완산구 삼천동1가 306-8,전라북도 전주시 완산구청,063-220-5156,35.7918347,127.119796,2018-02-20
쌍용3단지경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,80,32,2,1,N,Y,N,-,전라북도 전주시 완산구 용리로 178,전라북도 전주시 완산구 삼천동1가 705-3,전라북도 전주시 완산구청,063-220-5156,35.798022,127.128592,2018-02-20
다솜경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,217,31,2,2,N,Y,N,-,전라북도 전주시 완산구 하거마2길 44-8,전라북도 전주시 완산구 삼천동1가 670-11,전라북도 전주시 완산구청,063-220-5156,35.793739,127.117278,2018-02-20
삼락경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,142,35,2,2,N,Y,N,-,전라북도 전주시 완산구 거마산3길 10,전라북도 전주시 완산구 삼천동1가 636-0,전라북도 전주시 완산구청,063-220-5156,35.796108,127.124643,2018-02-20
오성대우경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,43,25,2,1,N,Y,N,-,전라북도 전주시 완산구 솟대로 24,전라북도 전주시 완산구 삼천동1가 705-0,전라북도 전주시 완산구청,063-220-5156,35.796375,127.126464,2018-02-20
우성기령경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,105,45,4,2,N,Y,N,-,전라북도 전주시 완산구 백제대로 13,전라북도 전주시 완산구 삼천동1가 705-5,전라북도 전주시 완산구청,063-220-5156,35.795962,127.130496,2018-02-20
수심당경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,35,28,2,1,N,Y,N,-,전라북도 전주시 완산구 장승배기로 145,전라북도 전주시 완산구 삼천동1가 705-6,전라북도 전주시 완산구청,063-220-5156,35.7955104,127.119796,2018-02-20
거마경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,122,29,2,2,N,Y,N,-,전라북도 전주시 완산구 거마남로 41,전라북도 전주시 완산구 삼천동1가 659-0,전라북도 전주시 완산구청,063-220-5156,35.794896,127.121436,2018-02-20
삼천2동주민센터,전라북도 전주시 완산구 삼천2동,주민센터,2017-05-30,2017-09-30,876,200,15,2,N,N,N,-,전라북도 전주시 완산구 거마중앙로 49,전라북도 전주시 완산구 삼천동1가 633-0,전라북도 전주시 완산구청,063-220-5156,35.796327,127.122338,2018-02-20
개나리경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,49,26,2,1,N,Y,N,-,전라북도 전주시 완산구 용리로 162,전라북도 전주시 완산구 삼천동1가 705-1,전라북도 전주시 완산구청,063-220-5156,35.796752,127.127467,2018-02-20
신일모악경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,32,32,2,1,N,Y,N,-,전라북도 전주시 완산구 백제대로 31,전라북도 전주시 완산구 삼천동1가 705-4,전라북도 전주시 완산구청,063-220-5156,35.797323,127.129197,2018-02-20
우성그린경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,74,24,3,2,N,Y,N,-,전라북도 전주시 완산구 솟대로 10,전라북도 전주시 완산구 삼천동1가 705-7,전라북도 전주시 완산구청,063-220-5156,35.795171,127.127064,2018-02-20
이안전주삼천경로당,전라북도 전주시 완산구 삼천2동,노인시설,2017-05-30,2017-09-30,65,16,4,3,N,Y,N,-,전라북도 전주시 완산구 용리로 165,전라북도 전주시 완산구 삼천동1가 772,전라북도 전주시 완산구청,063-220-5156,35.799612,127.124646,2018-02-20
양지 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,93,23,4,1,N,Y,N,-,전라북도 전주시 완산구 성지산로 39-11,전라북도 전주시 완산구 삼천동1가 150-22,전라북도 전주시 완산구청,063-220-5156,35.801317,127.121973,2018-02-20
안행현대 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,44,11,2,2,N,Y,N,-,전라북도 전주시 완산구 안행2길 14,전라북도 전주시 완산구 삼천동1가 740-3,전라북도 전주시 완산구청,063-220-5156,35.801459,127.130259,2018-02-20
삼천쌍용2단지 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,90,22,2,1,N,Y,N,-,전라북도 전주시 완산구 성지산로 36,전라북도 전주시 완산구 삼천동1가 585-2,전라북도 전주시 완산구청,063-220-5156,35.799664,127.123917,2018-02-20
삼천쌍용1단지 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,67,16,3,2,N,Y,N,-,전라북도 전주시 완산구 백제대로 85,전라북도 전주시 완산구 삼천동1가 585-5,전라북도 전주시 완산구청,063-220-5156,35.800694,127.125421,2018-02-20
세경 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,83,20,2,1,N,Y,N,-,전라북도 전주시 완산구 성지산로 30,전라북도 전주시 완산구 삼천동1가 585-3,전라북도 전주시 완산구청,063-220-5156,35.799186,127.1226071,2018-02-20
세창짜임 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,67,16,3,2,N,Y,N,-,전라북도 전주시 완산구 용리로 179,전라북도 전주시 완산구 삼천동1가 585-10,전라북도 전주시 완산구청,063-220-5156,35.799571,127.127281,2018-02-20
삼천주공3단지 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,77,19,2,1,N,Y,N,-,전라북도 전주시 완산구 용리로 157,전라북도 전주시 완산구 삼천동1가 585-4,전라북도 전주시 완산구청,063-220-5156,35.798147,127.124774,2018-02-20
삼익 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,36,9,2,1,N,Y,N,-,전라북도 전주시 완산구 용리로 133,전라북도 전주시 완산구 삼천동1가 706-0,전라북도 전주시 완산구청,063-220-5156,35.7975702,127.124359,2018-02-20
금호청솔 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,94,23,4,2,N,Y,N,-,전라북도 전주시 완산구 안행5길 11,전라북도 전주시 완산구 삼천동1가 740-1,전라북도 전주시 완산구청,063-220-5156,35.801918,127.131404,2018-02-20
광진목화 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,64,16,5,1,N,Y,N,-,전라북도 전주시 완산구 성지산로 62,전라북도 전주시 완산구 삼천동1가 585-0,전라북도 전주시 완산구청,063-220-5156,35.801435,127.124561,2018-02-20
광진공작 경로당,전라북도 전주시 완산구 삼천1동,노인시설,2017-05-30,2017-09-30,33,8,2,2,N,Y,N,-,전라북도 전주시 완산구 백제대로 86,전라북도 전주시 완산구 삼천동1가 138-6,전라북도 전주시 완산구청,063-220-5156,35.801789,127.127378,2018-02-20
삼천1동 주민센터,전라북도 전주시 완산구 삼천1동,주민센터,2017-05-30,2017-09-30,198,18,14,6,N,N,N,-,전라북도 전주시 완산구 성지산로 33,전라북도 전주시 완산구 삼천동1가 573-2,전라북도 전주시 완산구청,063-220-5156,35.800765,127.121592,2018-02-20
산성송유경로당,전라북도 전주시 완산구 동서학동,노인시설,2017-05-30,2017-09-30,72,30,2,1,N,Y,N,-,전라북도 전주시 완산구 남고산성 1길 33-9,전라북도 전주시 완산구 동서학동 831-6,전라북도 전주시 완산구청,063-220-5156,35.804675,127.156678,2018-02-20
대성(객사) 경로당,전라북도 전주시 완산구 동서학동,노인시설,2017-05-30,2017-09-30,95,30,4,1,N,Y,N,-,전라북도 전주시 완산구 고덕산1길 46-48,전라북도 전주시 완산구 대성동 181-9,전라북도 전주시 완산구청,063-220-5156,35.794868,127.177414,2018-02-20
원당경로당,전라북도 전주시 완산구 동서학동,노인시설,2017-05-30,2017-09-30,74,30,4,1,N,Y,N,-,전라북도 전주시 완산구 내원당길 16,전라북도 전주시 완산구 대성동 395-1,전라북도 전주시 완산구청,063-220-5156,35.799417,127.170431,2018-02-20
동서학동 주민센터,전라북도 전주시 완산구 동서학동,주민센터,2017-05-30,2017-09-30,115,30,5,1,N,N,N,-,전라북도 전주시 완산구 서학로 26,전라북도 전주시 완산구 동서학동 150-0,전라북도 전주시 완산구청,063-220-5156,35.809475,127.152235,2018-02-20
토월경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,186,35,2,1,N,Y,N,-,전라북도 전주시 완산구 관선1길 48-7,전라북도 전주시 완산구 남노송동 156-15,전라북도 전주시 완산구청,063-220-5156,35.819304,127.1568301,2018-02-20
중앙경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,64,23,4,1,N,Y,N,-,전라북도 전주시 완산구 관선3길 17-4,전라북도 전주시 완산구 남노송동 517-71,전라북도 전주시 완산구청,063-220-5156,35.821139,127.154877,2018-02-20
전주노송경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,98,30,2,1,N,Y,N,-,전라북도 전주시 완산구 관선4길 2-9,전라북도 전주시 완산구 남노송동 509-146,전라북도 전주시 완산구청,063-220-5156,35.822514,127.154332,2018-02-20
수영경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,62,37,1,1,N,N,N,-,전라북도 전주시 완산구 물왕멀3길 19-22,전라북도 전주시 완산구 서노송동 740-34,전라북도 전주시 완산구청,063-220-5156,35.828348,127.147065,2018-02-20
송월경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,71,59,5,1,N,N,N,-,전라북도 전주시 완산구 물왕멀2길 26-7,전라북도 전주시 완산구 중노송동 717-0,전라북도 전주시 완산구청,063-220-5156,35.8272349,127.149677,2018-02-20
남산경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,99,41,2,1,N,Y,N,-,전라북도 전주시 완산구 마당재4길 7,전라북도 전주시 완산구 중노송동 204-4,전라북도 전주시 완산구청,063-220-5156,35.823435,127.160962,2018-02-20
기린봉아파트경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,67,65,2,2,N,Y,N,-,전라북도 전주시 완산구 견훤로 100,전라북도 전주시 완산구 중노송동 26-1,전라북도 전주시 완산구청,063-220-5156,35.820015,127.163023,2018-02-20
기린경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,30,33,1,1,N,Y,N,-,전라북도 전주시 완산구 관선5길 1,전라북도 전주시 완산구 중노송동 232-4,전라북도 전주시 완산구청,063-220-5156,35.822933,127.157525,2018-02-20
삼원경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,38,28,4,1,N,Y,N,-,전라북도 전주시 완산구 물왕멀3길 25-5,전라북도 전주시 완산구 서노송동 734-8,전라북도 전주시 완산구청,063-220-5156,35.828244,127.147597,2018-02-20
중앙송수여자경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,62,34,2,1,N,Y,N,-,전라북도 전주시 완산구 관선3길 17-4,전라북도 전주시 완산구 남노송동 517-71,전라북도 전주시 완산구청,063-220-5156,35.821139,127.154877,2018-02-20
영생경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,42,32,1,1,N,Y,N,-,전라북도 전주시 완산구 관선1길 82,전라북도 전주시 완산구 남노송동 115-16,전라북도 전주시 완산구청,063-220-5156,35.818754,127.158057,2018-02-20
삼우경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,71,23,3,1,N,N,N,-,전라북도 전주시 완산구 마당재1길 8-4,전라북도 전주시 완산구 남노송동 141-15,전라북도 전주시 완산구청,063-220-5156,35.819655,127.160471,2018-02-20
기자촌경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,133,46,2,1,N,N,N,-,전라북도 전주시 완산구 인봉2길 3,전라북도 전주시 완산구 중노송동 395-1,전라북도 전주시 완산구청,063-220-5156,35.827661,127.154509,2018-02-20
인봉경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,39,40,3,1,N,Y,N,-,전라북도 전주시 완산구 문화3길 14-3,전라북도 전주시 완산구 중노송동 253-75,전라북도 전주시 완산구청,063-220-5156,35.8244762,127.157221,2018-02-20
송죽경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,72,37,2,1,N,Y,N,-,전라북도 전주시 완산구 견훤로 100-123,전라북도 전주시 완산구 중노송동 32-2,전라북도 전주시 완산구청,063-220-5156,35.821333,127.163341,2018-02-20
인보 노인복지센터,전라북도 전주시 완산구 노송동,복지회관,2017-05-30,2017-09-30,540,80,5,2,N,Y,N,-,전라북도 전주시 완산구 인봉남로 361-35,전라북도 전주시 완산구 중노송동 361-35,전라북도 전주시 완산구청,063-220-5156,35.826928,127.159232,2018-02-20
전주시청,전라북도 전주시 완산구 노송동,기타,2017-05-30,2017-09-30,3500,200,0,2,N,Y,N,-,전라북도 전주시 완산구 노송광장로 10,전라북도 전주시 완산구 서노송동 568-1,전라북도 전주시 완산구청,063-220-5156,35.8244365,127.147513,2018-02-20
노송동 주민센터,전라북도 전주시 완산구 노송동,주민센터,2017-05-30,2017-09-30,1015,100,10,2,N,Y,N,-,전라북도 전주시 완산구 인봉1길 54,전라북도 전주시 완산구 중노송동 225-0,전라북도 전주시 완산구청,063-220-5156,35.824363,127.158363,2018-02-20
풍남맨션경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,73,91,1,1,N,Y,N,-,전라북도 전주시 완산구 팔달로 278,전라북도 전주시 완산구 서노송동 648-2,전라북도 전주시 완산구청,063-220-5156,35.827111,127.144167,2018-02-20
해오름아파트경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,55,44,3,1,N,Y,N,-,전라북도 전주시 완산구 인봉남로 56,전라북도 전주시 완산구 중노송동 303-0,전라북도 전주시 완산구청,063-220-5156,35.825372,127.159636,2018-02-20
학수당경로당,전라북도 전주시 완산구 노송동,노인시설,2017-05-30,2017-09-30,87,34,2,1,N,Y,N,-,전라북도 전주시 완산구 견훤왕궁2길 17-5,전라북도 전주시 완산구 중노송동 401-43,전라북도 전주시 완산구청,063-220-5156,35.8279056,127.1523928,2018-02-20
